country,fuel,year,capacity_factor
KEN,Geothermal,2017,0.8896991995444741
KEN,Hydro,2014,0.5051758523888209
KEN,Hydro,2015,0.4905754394784247
KEN,Hydro,2016,0.49086703799818554
KEN,Hydro,2017,0.44817671851485663
KEN,Nuclear,2014,
KEN,Nuclear,2015,
KEN,Nuclear,2016,
KEN,Nuclear,2017,
KEN,Oil,2014,
KEN,Oil,2015,0.13056955479159735
KEN,Oil,2016,0.2181010538107385
KEN,Oil,2017,0.2267103215038183
KEN,Other,2014,
KEN,Other,2015,
KEN,Other,2016,
KEN,Other,2017,
KEN,Petcoke,2014,
KEN,Petcoke,2015,
KEN,Petcoke,2016,
KEN,Petcoke,2017,
KEN,Solar,2014,0.17430891641374788
KEN,Solar,2015,0.17476536819716507
KEN,Solar,2016,0.1739870089699969
KEN,Solar,2017,0.1746966904013205
KEN,Storage,2014,
KEN,Storage,2015,
KEN,Storage,2016,
KEN,Storage,2017,
KEN,Waste,2014,
KEN,Waste,2015,0.0
KEN,Waste,2016,0.0
KEN,Waste,2017,0.0
KEN,Wave and Tidal,2014,
KEN,Wave and Tidal,2015,
KEN,Wave and Tidal,2016,
KEN,Wave and Tidal,2017,
KEN,Wind,2014,0.5340143951706524
KEN,Wind,2015,0.20644168022533632
KEN,Wind,2016,0.26388976125173597
KEN,Wind,2017,0.24399595663843288
KGZ,Biomass,2014,
KGZ,Biomass,2015,
KGZ,Biomass,2016,
KGZ,Biomass,2017,
KGZ,Coal,2014,
KGZ,Coal,2015,0.3170570039770217
KGZ,Coal,2016,0.28589370703331574
KGZ,Coal,2017,0.2133966710855796
KGZ,Cogeneration,2014,
KGZ,Cogeneration,2015,
KGZ,Cogeneration,2016,
KGZ,Cogeneration,2017,
KGZ,Gas,2014,
KGZ,Gas,2015,0.3881278538812785
KGZ,Gas,2016,0.4326047358834244
KGZ,Gas,2017,0.271689497716895
KGZ,Geothermal,2014,
KGZ,Geothermal,2015,
KGZ,Geothermal,2016,
KGZ,Geothermal,2017,
KGZ,Hydro,2014,0.4135200816093897
KGZ,Hydro,2015,0.34442811215501146
KGZ,Hydro,2016,0.35600198200383315
KGZ,Hydro,2017,0.4391848313587193
KGZ,Nuclear,2014,
KGZ,Nuclear,2015,
KGZ,Nuclear,2016,
KGZ,Nuclear,2017,
KGZ,Oil,2014,
KGZ,Oil,2015,2.1689497716894977
KGZ,Oil,2016,1.1953551912568305
KGZ,Oil,2017,
KGZ,Other,2014,
KGZ,Other,2015,
KGZ,Other,2016,
KGZ,Other,2017,
KGZ,Petcoke,2014,
KGZ,Petcoke,2015,
KGZ,Petcoke,2016,
KGZ,Petcoke,2017,
KGZ,Solar,2014,
KGZ,Solar,2015,
KGZ,Solar,2016,
KGZ,Solar,2017,
KGZ,Storage,2014,
KGZ,Storage,2015,
KGZ,Storage,2016,
KGZ,Storage,2017,
KGZ,Waste,2014,
KGZ,Waste,2015,
KGZ,Waste,2016,
KGZ,Waste,2017,
KGZ,Wave and Tidal,2014,
KGZ,Wave and Tidal,2015,
KGZ,Wave and Tidal,2016,
KGZ,Wave and Tidal,2017,
KGZ,Wind,2014,
KGZ,Wind,2015,
KGZ,Wind,2016,
KGZ,Wind,2017,
KHM,Biomass,2014,
KHM,Biomass,2015,0.6120061432532442
KHM,Biomass,2016,0.6745796790388433
KHM,Biomass,2017,0.8374820907675973
KHM,Coal,2014,
KHM,Coal,2015,0.6071541475361752
KHM,Coal,2016,0.7258545108713713
KHM,Coal,2017,
KHM,Cogeneration,2014,
KHM,Cogeneration,2015,
KHM,Cogeneration,2016,
KHM,Cogeneration,2017,
KHM,Gas,2014,
KHM,Gas,2015,
KHM,Gas,2016,
KHM,Gas,2017,
KHM,Geothermal,2014,
KHM,Geothermal,2015,
KHM,Geothermal,2016,
KHM,Geothermal,2017,
KHM,Hydro,2014,0.22742614914320922
KHM,Hydro,2015,0.2651712169143775
KHM,Hydro,2016,0.3143545449203831
KHM,Hydro,2017,0.3158990521280626
KHM,Nuclear,2014,
KHM,Nuclear,2015,
KHM,Nuclear,2016,
KHM,Nuclear,2017,
KHM,Oil,2014,
KHM,Oil,2015,0.08459462434109692
KHM,Oil,2016,0.140235803832634
KHM,Oil,2017,0.11019562907590257
KHM,Other,2014,
KHM,Other,2015,
KHM,Other,2016,
KHM,Other,2017,
KHM,Petcoke,2014,
KHM,Petcoke,2015,
KHM,Petcoke,2016,
KHM,Petcoke,2017,
KHM,Solar,2014,0.16502878697637482
KHM,Solar,2015,0.16561868403323604
KHM,Solar,2016,0.16457788865130282
KHM,Solar,2017,0.1258119493214998
KHM,Storage,2014,
KHM,Storage,2015,
KHM,Storage,2016,
KHM,Storage,2017,
KHM,Waste,2014,
KHM,Waste,2015,0.0
KHM,Waste,2016,0.0
KHM,Waste,2017,0.0
KHM,Wave and Tidal,2014,
KHM,Wave and Tidal,2015,
KHM,Wave and Tidal,2016,
KHM,Wave and Tidal,2017,
KHM,Wind,2014,0.11415525114155252
KHM,Wind,2015,0.11415525114155252
KHM,Wind,2016,0.11384335154826959
KHM,Wind,2017,0.11415525114155252
KOR,Biomass,2014,
KOR,Biomass,2015,1.9465485744877686
KOR,Biomass,2016,4.332838151830266
KOR,Biomass,2017,4.629607888256997
KOR,Coal,2014,
KOR,Coal,2015,0.7996995818020006
KOR,Coal,2016,0.7911536672290834
KOR,Coal,2017,0.8636624333081728
KOR,Cogeneration,2014,
KOR,Cogeneration,2015,
KOR,Cogeneration,2016,
KOR,Cogeneration,2017,
KOR,Gas,2014,
KOR,Gas,2015,0.4615809939655187
KOR,Gas,2016,0.4741943340165705
KOR,Gas,2017,0.4731941577698703
KOR,Geothermal,2014,
KOR,Geothermal,2015,
KOR,Geothermal,2016,
KOR,Geothermal,2017,
KOR,Hydro,2014,0.17779018174394595
KOR,Hydro,2015,0.13832702933358085
KOR,Hydro,2016,0.18157536238539132
KOR,Hydro,2017,0.17994287770775746
KOR,Nuclear,2014,
KOR,Nuclear,2015,0.8050872137909629
KOR,Nuclear,2016,0.7894038923920011
KOR,Nuclear,2017,0.7252684471015844
KOR,Oil,2014,
KOR,Oil,2015,0.2515682015703177
KOR,Oil,2016,0.35587884433927885
KOR,Oil,2017,0.2370384196774163
KOR,Other,2014,
KOR,Other,2015,0.4107494759228521
KOR,Other,2016,0.4332077233054437
KOR,Other,2017,0.5350552383731889
KOR,Petcoke,2014,
KOR,Petcoke,2015,
KOR,Petcoke,2016,
KOR,Petcoke,2017,
KOR,Solar,2014,0.11765214718619499
KOR,Solar,2015,0.12552340893158262
KOR,Solar,2016,0.1295467547716093
KOR,Solar,2017,0.13806231487676712
KOR,Storage,2014,
KOR,Storage,2015,
KOR,Storage,2016,
KOR,Storage,2017,
KOR,Waste,2014,
KOR,Waste,2015,0.00670479131960169
KOR,Waste,2016,0.008269844975054546
KOR,Waste,2017,0.009930776886649863
KOR,Wave and Tidal,2014,
KOR,Wave and Tidal,2015,
KOR,Wave and Tidal,2016,
KOR,Wave and Tidal,2017,
KOR,Wind,2014,0.21376130360820128
KOR,Wind,2015,0.18086935895155073
KOR,Wind,2016,0.1795673483184046
KOR,Wind,2017,0.20378826314899376
KOS,Biomass,2014,
KOS,Biomass,2015,
KOS,Biomass,2016,
KOS,Biomass,2017,
KOS,Coal,2014,
KOS,Coal,2015,
KOS,Coal,2016,
KOS,Coal,2017,
KOS,Cogeneration,2014,
KOS,Cogeneration,2015,
KOS,Cogeneration,2016,
KOS,Cogeneration,2017,
KOS,Gas,2014,
KOS,Gas,2015,
KOS,Gas,2016,
KOS,Gas,2017,
KOS,Geothermal,2014,
KOS,Geothermal,2015,
KOS,Geothermal,2016,
KOS,Geothermal,2017,
KOS,Hydro,2014,0.4008707656366146
KOS,Hydro,2015,0.3714027822023999
KOS,Hydro,2016,0.3566510106614372
KOS,Hydro,2017,0.2542936004906972
KOS,Nuclear,2014,
KOS,Nuclear,2015,
KOS,Nuclear,2016,
KOS,Nuclear,2017,
KOS,Oil,2014,
KOS,Oil,2015,
KOS,Oil,2016,
KOS,Oil,2017,
KOS,Other,2014,
KOS,Other,2015,
KOS,Other,2016,
KOS,Other,2017,
KOS,Petcoke,2014,
KOS,Petcoke,2015,
KOS,Petcoke,2016,
KOS,Petcoke,2017,
KOS,Solar,2014,
KOS,Solar,2015,0.0
KOS,Solar,2016,0.005692167577413479
KOS,Solar,2017,0.013837000138370003
KOS,Storage,2014,
KOS,Storage,2015,
KOS,Storage,2016,
KOS,Storage,2017,
KOS,Waste,2014,
KOS,Waste,2015,
KOS,Waste,2016,
KOS,Waste,2017,
KOS,Wave and Tidal,2014,
KOS,Wave and Tidal,2015,
KOS,Wave and Tidal,2016,
KOS,Wave and Tidal,2017,
KOS,Wind,2014,0.04566210045662101
KOS,Wind,2015,0.04566210045662101
KOS,Wind,2016,0.011384335154826957
KOS,Wind,2017,0.0010132122882386316
KWT,Biomass,2014,
KWT,Biomass,2015,
KWT,Biomass,2016,
KWT,Biomass,2017,
KWT,Coal,2014,
KWT,Coal,2015,
KWT,Coal,2016,
KWT,Coal,2017,
KWT,Cogeneration,2014,
KWT,Cogeneration,2015,
KWT,Cogeneration,2016,
KWT,Cogeneration,2017,
KWT,Gas,2014,
KWT,Gas,2015,0.370409305652145
KWT,Gas,2016,0.37773053793918177
KWT,Gas,2017,0.37461731110548047
KWT,Geothermal,2014,
KWT,Geothermal,2015,
KWT,Geothermal,2016,
KWT,Geothermal,2017,
KWT,Hydro,2014,
KWT,Hydro,2015,
KWT,Hydro,2016,
KWT,Hydro,2017,
KWT,Nuclear,2014,
KWT,Nuclear,2015,
KWT,Nuclear,2016,
KWT,Nuclear,2017,
KWT,Oil,2014,
KWT,Oil,2015,0.5781121999361212
KWT,Oil,2016,0.5930265782825795
KWT,Oil,2017,0.6340611109808425
KWT,Other,2014,
KWT,Other,2015,
KWT,Other,2016,
KWT,Other,2017,
KWT,Petcoke,2014,
KWT,Petcoke,2015,
KWT,Petcoke,2016,
KWT,Petcoke,2017,
KWT,Solar,2014,0.18835616438356165
KWT,Solar,2015,0.18193493150684928
KWT,Solar,2016,0.18214936247723135
KWT,Solar,2017,0.182648401826484
KWT,Storage,2014,
KWT,Storage,2015,
KWT,Storage,2016,
KWT,Storage,2017,
KWT,Waste,2014,
KWT,Waste,2015,0.0
KWT,Waste,2016,0.0
KWT,Waste,2017,0.0
KWT,Wave and Tidal,2014,
KWT,Wave and Tidal,2015,
KWT,Wave and Tidal,2016,
KWT,Wave and Tidal,2017,
KWT,Wind,2014,
KWT,Wind,2015,
KWT,Wind,2016,
KWT,Wind,2017,0.1997716894977169
LAO,Biomass,2014,
LAO,Biomass,2015,
LAO,Biomass,2016,
LAO,Biomass,2017,
LAO,Coal,2014,
LAO,Coal,2015,
LAO,Coal,2016,
LAO,Coal,2017,
LAO,Cogeneration,2014,
LAO,Cogeneration,2015,
LAO,Cogeneration,2016,
LAO,Cogeneration,2017,
LAO,Gas,2014,
LAO,Gas,2015,
LAO,Gas,2016,
LAO,Gas,2017,
LAO,Geothermal,2014,
LAO,Geothermal,2015,
LAO,Geothermal,2016,
LAO,Geothermal,2017,
LAO,Hydro,2014,0.5638823142088027
LAO,Hydro,2015,0.4273928358143858
LAO,Hydro,2016,0.4257122628896578
LAO,Hydro,2017,0.4528694984904579
LAO,Nuclear,2014,
LAO,Nuclear,2015,
LAO,Nuclear,2016,
LAO,Nuclear,2017,
LAO,Oil,2014,
LAO,Oil,2015,
LAO,Oil,2016,
LAO,Oil,2017,
LAO,Other,2014,
LAO,Other,2015,
LAO,Other,2016,
LAO,Other,2017,
LAO,Petcoke,2014,
LAO,Petcoke,2015,
LAO,Petcoke,2016,
LAO,Petcoke,2017,
LAO,Solar,2014,0.15745551881593453
LAO,Solar,2015,0.15566625155666253
LAO,Solar,2016,0.1581157660392633
LAO,Solar,2017,0.15675049410481834
LAO,Storage,2014,
LAO,Storage,2015,
LAO,Storage,2016,
LAO,Storage,2017,
LAO,Waste,2014,
LAO,Waste,2015,
LAO,Waste,2016,
LAO,Waste,2017,
LAO,Wave and Tidal,2014,
LAO,Wave and Tidal,2015,
LAO,Wave and Tidal,2016,
LAO,Wave and Tidal,2017,
LAO,Wind,2014,
LAO,Wind,2015,
LAO,Wind,2016,
LAO,Wind,2017,
LBN,Biomass,2014,
LBN,Biomass,2015,
LBN,Biomass,2016,
LBN,Biomass,2017,
LBN,Coal,2014,
LBN,Coal,2015,
LBN,Coal,2016,
LBN,Coal,2017,
LBN,Cogeneration,2014,
LBN,Cogeneration,2015,
LBN,Cogeneration,2016,
LBN,Cogeneration,2017,
LBN,Gas,2014,
LBN,Gas,2015,0.0
LBN,Gas,2016,0.0
LBN,Gas,2017,0.0
LBN,Geothermal,2014,
LBN,Geothermal,2015,
LBN,Geothermal,2016,
LBN,Geothermal,2017,
LBN,Hydro,2014,0.07691311247125877
LBN,Hydro,2015,0.1943068104537064
LBN,Hydro,2016,0.19377591752896947
LBN,Hydro,2017,0.19176277365675815
LBN,Nuclear,2014,
LBN,Nuclear,2015,
LBN,Nuclear,2016,
LBN,Nuclear,2017,
LBN,Oil,2014,
LBN,Oil,2015,0.9167008869565032
LBN,Oil,2016,0.9356081679460321
LBN,Oil,2017,
LBN,Other,2014,
LBN,Other,2015,0.0
LBN,Other,2016,0.0
LBN,Other,2017,0.0
LBN,Petcoke,2014,
LBN,Petcoke,2015,
LBN,Petcoke,2016,
LBN,Petcoke,2017,
LBN,Solar,2014,0.1481589429709511
LBN,Solar,2015,0.14779028049575998
LBN,Solar,2016,0.12983787201372896
LBN,Solar,2017,0.12842465753424656
LBN,Storage,2014,
LBN,Storage,2015,
LBN,Storage,2016,
LBN,Storage,2017,
LBN,Waste,2014,
LBN,Waste,2015,0.0
LBN,Waste,2016,0.0
LBN,Waste,2017,0.0
LBN,Wave and Tidal,2014,
LBN,Wave and Tidal,2015,
LBN,Wave and Tidal,2016,
LBN,Wave and Tidal,2017,
LBN,Wind,2014,0.228310502283105
LBN,Wind,2015,0.228310502283105
LBN,Wind,2016,0.22768670309653916
LBN,Wind,2017,0.228310502283105
LBR,Biomass,2014,
LBR,Biomass,2015,
LBR,Biomass,2016,
LBR,Biomass,2017,
LBR,Coal,2014,
LBR,Coal,2015,
LBR,Coal,2016,
LBR,Coal,2017,
LBR,Cogeneration,2014,
LBR,Cogeneration,2015,
LBR,Cogeneration,2016,
LBR,Cogeneration,2017,
LBR,Gas,2014,
LBR,Gas,2015,
LBR,Gas,2016,
LBR,Gas,2017,
LBR,Geothermal,2014,
LBR,Geothermal,2015,
LBR,Geothermal,2016,
LBR,Geothermal,2017,
LBR,Hydro,2014,0.5993150684931507
LBR,Hydro,2015,0.5993150684931507
LBR,Hydro,2016,0.09195039932744851
LBR,Hydro,2017,0.15386142545165774
LBR,Nuclear,2014,
LBR,Nuclear,2015,
LBR,Nuclear,2016,
LBR,Nuclear,2017,
LBR,Oil,2014,
LBR,Oil,2015,
LBR,Oil,2016,
LBR,Oil,2017,
LBR,Other,2014,
LBR,Other,2015,
LBR,Other,2016,
LBR,Other,2017,
LBR,Petcoke,2014,
LBR,Petcoke,2015,
LBR,Petcoke,2016,
LBR,Petcoke,2017,
LBR,Solar,2014,
LBR,Solar,2015,0.1141552511415525
LBR,Solar,2016,0.11384335154826958
LBR,Solar,2017,0.1617199391171994
LBR,Storage,2014,
LBR,Storage,2015,
LBR,Storage,2016,
LBR,Storage,2017,
LBR,Waste,2014,
LBR,Waste,2015,
LBR,Waste,2016,
LBR,Waste,2017,
LBR,Wave and Tidal,2014,
LBR,Wave and Tidal,2015,
LBR,Wave and Tidal,2016,
LBR,Wave and Tidal,2017,
LBR,Wind,2014,
LBR,Wind,2015,
LBR,Wind,2016,
LBR,Wind,2017,
LBY,Biomass,2014,
LBY,Biomass,2015,
LBY,Biomass,2016,
LBY,Biomass,2017,
LBY,Coal,2014,
LBY,Coal,2015,
LBY,Coal,2016,
LBY,Coal,2017,
LBY,Cogeneration,2014,
LBY,Cogeneration,2015,
LBY,Cogeneration,2016,
LBY,Cogeneration,2017,
LBY,Gas,2014,
LBY,Gas,2015,0.4041320993306677
LBY,Gas,2016,0.45355061091266274
LBY,Gas,2017,0.45543146560637976
LBY,Geothermal,2014,
LBY,Geothermal,2015,
LBY,Geothermal,2016,
LBY,Geothermal,2017,
LBY,Hydro,2014,
LBY,Hydro,2015,
LBY,Hydro,2016,
LBY,Hydro,2017,
LBY,Nuclear,2014,
LBY,Nuclear,2015,
LBY,Nuclear,2016,
LBY,Nuclear,2017,
LBY,Oil,2014,
LBY,Oil,2015,0.3785143190603537
LBY,Oil,2016,0.2982007614877766
LBY,Oil,2017,0.30637244489804744
LBY,Other,2014,
LBY,Other,2015,0.0
LBY,Other,2016,0.0
LBY,Other,2017,0.0
LBY,Petcoke,2014,
LBY,Petcoke,2015,
LBY,Petcoke,2016,
LBY,Petcoke,2017,
LBY,Solar,2014,0.1817165222253285
LBY,Solar,2015,0.1817165222253285
LBY,Solar,2016,0.18122002899520462
LBY,Solar,2017,0.174590384098845
LBY,Storage,2014,
LBY,Storage,2015,
LBY,Storage,2016,
LBY,Storage,2017,
LBY,Waste,2014,
LBY,Waste,2015,0.0
LBY,Waste,2016,0.0
LBY,Waste,2017,0.0
LBY,Wave and Tidal,2014,
LBY,Wave and Tidal,2015,
LBY,Wave and Tidal,2016,
LBY,Wave and Tidal,2017,
LBY,Wind,2014,
LBY,Wind,2015,
LBY,Wind,2016,
LBY,Wind,2017,
LCA,Biomass,2014,
LCA,Biomass,2015,
LCA,Biomass,2016,
LCA,Biomass,2017,
LCA,Coal,2014,
LCA,Coal,2015,
LCA,Coal,2016,
LCA,Coal,2017,
LCA,Cogeneration,2014,
LCA,Cogeneration,2015,
LCA,Cogeneration,2016,
LCA,Cogeneration,2017,
LCA,Gas,2014,
LCA,Gas,2015,
LCA,Gas,2016,
LCA,Gas,2017,
LCA,Geothermal,2014,
LCA,Geothermal,2015,
LCA,Geothermal,2016,
LCA,Geothermal,2017,
LCA,Hydro,2014,
LCA,Hydro,2015,
LCA,Hydro,2016,
LCA,Hydro,2017,
LCA,Nuclear,2014,
LCA,Nuclear,2015,
LCA,Nuclear,2016,
LCA,Nuclear,2017,
LCA,Oil,2014,
LCA,Oil,2015,
LCA,Oil,2016,
LCA,Oil,2017,
LCA,Other,2014,
LCA,Other,2015,
LCA,Other,2016,
LCA,Other,2017,
LCA,Petcoke,2014,
LCA,Petcoke,2015,
LCA,Petcoke,2016,
LCA,Petcoke,2017,
LCA,Solar,2014,0.228310502283105
LCA,Solar,2015,0.17123287671232873
LCA,Solar,2016,0.18499544626593806
LCA,Solar,2017,0.1855022831050228
LCA,Storage,2014,
LCA,Storage,2015,
LCA,Storage,2016,
LCA,Storage,2017,
LCA,Waste,2014,
LCA,Waste,2015,
LCA,Waste,2016,
LCA,Waste,2017,
LCA,Wave and Tidal,2014,
LCA,Wave and Tidal,2015,
LCA,Wave and Tidal,2016,
LCA,Wave and Tidal,2017,
LCA,Wind,2014,
LCA,Wind,2015,
LCA,Wind,2016,
LCA,Wind,2017,
LKA,Biomass,2014,
LKA,Biomass,2015,0.3488927246685519
LKA,Biomass,2016,0.43950248318903007
LKA,Biomass,2017,0.41010197461040315
LKA,Coal,2014,
LKA,Coal,2015,0.5635464231354642
LKA,Coal,2016,0.6384082169601295
LKA,Coal,2017,0.6472602739726028
LKA,Cogeneration,2014,
LKA,Cogeneration,2015,
LKA,Cogeneration,2016,
LKA,Cogeneration,2017,
LKA,Gas,2014,
LKA,Gas,2015,
LKA,Gas,2016,
LKA,Gas,2017,
LKA,Geothermal,2014,
LKA,Geothermal,2015,
LKA,Geothermal,2016,
LKA,Geothermal,2017,
LKA,Hydro,2014,0.4271935580893008
LKA,Hydro,2015,0.4038409248534915
LKA,Hydro,2016,0.2785465729079232
LKA,Hydro,2017,0.2635135170642985
LKA,Nuclear,2014,
LKA,Nuclear,2015,
LKA,Nuclear,2016,
LKA,Nuclear,2017,
LKA,Oil,2014,
LKA,Oil,2015,0.20430061402901795
LKA,Oil,2016,0.3969030625470517
LKA,Oil,2017,0.531146807098856
LKA,Other,2014,
LKA,Other,2015,
LKA,Other,2016,
LKA,Other,2017,
LKA,Petcoke,2014,
LKA,Petcoke,2015,
LKA,Petcoke,2016,
LKA,Petcoke,2017,
LKA,Solar,2014,0.178703770111645
LKA,Solar,2015,0.120870265914585
LKA,Solar,2016,0.06638576162573792
LKA,Solar,2017,0.07168496290172358
LKA,Storage,2014,
LKA,Storage,2015,
LKA,Storage,2016,
LKA,Storage,2017,
LKA,Waste,2014,
LKA,Waste,2015,0.0
LKA,Waste,2016,0.0
LKA,Waste,2017,0.0
LKA,Wave and Tidal,2014,
LKA,Wave and Tidal,2015,
LKA,Wave and Tidal,2016,
LKA,Wave and Tidal,2017,
LKA,Wind,2014,0.23647064951299543
LKA,Wind,2015,0.30873193216533346
LKA,Wind,2016,0.29876304653466035
LKA,Wind,2017,0.2873050597613302
LSO,Biomass,2014,
LSO,Biomass,2015,
LSO,Biomass,2016,
LSO,Biomass,2017,
LSO,Coal,2014,
LSO,Coal,2015,
LSO,Coal,2016,
LSO,Coal,2017,
LSO,Cogeneration,2014,
LSO,Cogeneration,2015,
LSO,Cogeneration,2016,
LSO,Cogeneration,2017,
LSO,Gas,2014,
LSO,Gas,2015,
LSO,Gas,2016,
LSO,Gas,2017,
LSO,Geothermal,2014,
LSO,Geothermal,2015,
LSO,Geothermal,2016,
LSO,Geothermal,2017,
LSO,Hydro,2014,0.7937452689668646
LSO,Hydro,2015,0.812211559592704
LSO,Hydro,2016,0.7944683089331113
LSO,Hydro,2017,0.8221314677801383
LSO,Nuclear,2014,
LSO,Nuclear,2015,
LSO,Nuclear,2016,
LSO,Nuclear,2017,
LSO,Oil,2014,
LSO,Oil,2015,
LSO,Oil,2016,
LSO,Oil,2017,
LSO,Other,2014,
LSO,Other,2015,
LSO,Other,2016,
LSO,Other,2017,
LSO,Petcoke,2014,
LSO,Petcoke,2015,
LSO,Petcoke,2016,
LSO,Petcoke,2017,
LSO,Solar,2014,0.228310502283105
LSO,Solar,2015,0.228310502283105
LSO,Solar,2016,0.22768670309653916
LSO,Solar,2017,0.228310502283105
LSO,Storage,2014,
LSO,Storage,2015,
LSO,Storage,2016,
LSO,Storage,2017,
LSO,Waste,2014,
LSO,Waste,2015,
LSO,Waste,2016,
LSO,Waste,2017,
LSO,Wave and Tidal,2014,
LSO,Wave and Tidal,2015,
LSO,Wave and Tidal,2016,
LSO,Wave and Tidal,2017,
LSO,Wind,2014,
LSO,Wind,2015,
LSO,Wind,2016,
LSO,Wind,2017,
LTU,Biomass,2014,
LTU,Biomass,2015,1.2206532597847446
LTU,Biomass,2016,1.1811601769869693
LTU,Biomass,2017,1.2992101527411886
LTU,Coal,2014,
LTU,Coal,2015,
LTU,Coal,2016,
LTU,Coal,2017,
LTU,Cogeneration,2014,
LTU,Cogeneration,2015,
LTU,Cogeneration,2016,
LTU,Cogeneration,2017,
LTU,Gas,2014,
LTU,Gas,2015,0.10921576270054707
LTU,Gas,2016,0.054266051516745344
LTU,Gas,2017,0.03300203440875551
LTU,Geothermal,2014,
LTU,Geothermal,2015,
LTU,Geothermal,2016,
LTU,Geothermal,2017,
LTU,Hydro,2014,0.38890840260703274
LTU,Hydro,2015,0.3408070873824298
LTU,Hydro,2016,0.44136191677175285
LTU,Hydro,2017,0.5877531904929164
LTU,Nuclear,2014,
LTU,Nuclear,2015,
LTU,Nuclear,2016,
LTU,Nuclear,2017,
LTU,Oil,2014,
LTU,Oil,2015,0.03872810743743701
LTU,Oil,2016,0.0310382790505798
LTU,Oil,2017,0.019575297941104523
LTU,Other,2014,
LTU,Other,2015,75.62785388127853
LTU,Other,2016,76.84426229508196
LTU,Other,2017,71.34703196347031
LTU,Petcoke,2014,
LTU,Petcoke,2015,
LTU,Petcoke,2016,
LTU,Petcoke,2017,
LTU,Solar,2014,0.12077294685990338
LTU,Solar,2015,0.12126927403877968
LTU,Solar,2016,0.1081511839708561
LTU,Solar,2017,0.1051837002388289
LTU,Storage,2014,
LTU,Storage,2015,
LTU,Storage,2016,
LTU,Storage,2017,
LTU,Waste,2014,
LTU,Waste,2015,0.20908670521169928
LTU,Waste,2016,0.30568766931250485
LTU,Waste,2017,0.3187049778469591
LTU,Wave and Tidal,2014,
LTU,Wave and Tidal,2015,
LTU,Wave and Tidal,2016,
LTU,Wave and Tidal,2017,
LTU,Wind,2014,0.25332160071029935
LTU,Wind,2015,0.21215596330275227
LTU,Wind,2016,0.2540563124237317
LTU,Wind,2017,0.3005500608240334
LUX,Biomass,2014,
LUX,Biomass,2015,2.97495502974955
LUX,Biomass,2016,3.3808025611304298
LUX,Biomass,2017,4.2894700428947
LUX,Coal,2014,
LUX,Coal,2015,
LUX,Coal,2016,
LUX,Coal,2017,
LUX,Cogeneration,2014,
LUX,Cogeneration,2015,
LUX,Cogeneration,2016,
LUX,Cogeneration,2017,
LUX,Gas,2014,
LUX,Gas,2015,1.0210056188936434
LUX,Gas,2016,0.31348415799788193
LUX,Gas,2017,0.26926281834784627
LUX,Geothermal,2014,
LUX,Geothermal,2015,
LUX,Geothermal,2016,
LUX,Geothermal,2017,
LUX,Hydro,2014,0.3587736464448793
LUX,Hydro,2015,0.33048444426694357
LUX,Hydro,2016,0.38301815652100035
LUX,Hydro,2017,0.2835682615313348
LUX,Nuclear,2014,
LUX,Nuclear,2015,
LUX,Nuclear,2016,
LUX,Nuclear,2017,
LUX,Oil,2014,
LUX,Oil,2015,0.0
LUX,Oil,2016,0.0
LUX,Oil,2017,0.0
LUX,Other,2014,
LUX,Other,2015,0.0
LUX,Other,2016,0.0
LUX,Other,2017,0.0
LUX,Petcoke,2014,
LUX,Petcoke,2015,
LUX,Petcoke,2016,
LUX,Petcoke,2017,
LUX,Solar,2014,0.09836671777165625
LUX,Solar,2015,0.10178761430248492
LUX,Solar,2016,0.09367094471116848
LUX,Solar,2017,0.09668887391770843
LUX,Storage,2014,
LUX,Storage,2015,
LUX,Storage,2016,
LUX,Storage,2017,
LUX,Waste,2014,
LUX,Waste,2015,0.7589824136614542
LUX,Waste,2016,0.7997525794020065
LUX,Waste,2017,0.8878662197549088
LUX,Wave and Tidal,2014,
LUX,Wave and Tidal,2015,
LUX,Wave and Tidal,2016,
LUX,Wave and Tidal,2017,
LUX,Wind,2014,0.15644947797958914
LUX,Wind,2015,0.18214740699388787
LUX,Wind,2016,0.09653383610818181
LUX,Wind,2017,0.2239235836928699
LVA,Biomass,2014,
LVA,Biomass,2015,1.4922128223810343
LVA,Biomass,2016,1.5926342165297023
LVA,Biomass,2017,1.8065671490724875
LVA,Coal,2014,
LVA,Coal,2015,
LVA,Coal,2016,
LVA,Coal,2017,
LVA,Cogeneration,2014,
LVA,Cogeneration,2015,
LVA,Cogeneration,2016,
LVA,Cogeneration,2017,
LVA,Gas,2014,
LVA,Gas,2015,0.43161253487495066
LVA,Gas,2016,0.45979518653313484
LVA,Gas,2017,0.32402261779980873
LVA,Geothermal,2014,
LVA,Geothermal,2015,
LVA,Geothermal,2016,
LVA,Geothermal,2017,
LVA,Hydro,2014,0.14333033674001708
LVA,Hydro,2015,0.1337623160696254
LVA,Hydro,2016,0.18409842586711922
LVA,Hydro,2017,0.3196755693605351
LVA,Nuclear,2014,
LVA,Nuclear,2015,
LVA,Nuclear,2016,
LVA,Nuclear,2017,
LVA,Oil,2014,
LVA,Oil,2015,0.004098931818368133
LVA,Oil,2016,0.0
LVA,Oil,2017,0.0
LVA,Other,2014,
LVA,Other,2015,0.0
LVA,Other,2016,0.0
LVA,Other,2017,0.0
LVA,Petcoke,2014,
LVA,Petcoke,2015,
LVA,Petcoke,2016,
